file_id.serial_number,file_id.time_created,file_id.manufacturer,file_id.garmin_product,file_id.number,file_id.type,device_info.timestamp[s],device_info.serial_number,device_info.manufacturer,device_info.garmin_product,device_info.software_version,software.version,unknown.unknown,monitoring_info.timestamp[s],monitoring_info.local_timestamp[s],monitoring_info.cycles_to_distance[m/cycle],monitoring_info.cycles_to_calories[kcal/cycle],monitoring_info.unknown,monitoring_info.resting_metabolic_rate[kcal / day],monitoring_info.activity_type,monitoring.timestamp[s],monitoring.distance[m],monitoring.cycles[cycles],monitoring.active_time[s],monitoring.active_calories[kcal],monitoring.duration_min[min],monitoring.activity_type,monitoring.steps[steps],monitoring.unknown,monitoring_hr_data.timestamp[s],monitoring_hr_data.resting_heart_rate[bpm],monitoring_hr_data.current_day_resting_heart_rate[bpm],ohr_settings.timestamp[s],ohr_settings.enabled,event.timestamp[s],event.data16,event.event,event.event_type,event.data,stress_level.stress_level_time[s],stress_level.stress_level_value,stress_level.unknown,respiration_rate.timestamp,respiration_rate.respiration_rate[breaths/min],monitoring.timestamp_16[s],monitoring.heart_rate[bpm],monitoring.current_activity_type_intensity,monitoring.intensity,
"3478404119","1095280260","1","4394","252","32",,
"3478404119","1095280260","1","4394","252","32","1095280260","3478404119","1","4394","16.11",
"3478404119","1095280260","1","4394","252","32","1095280260","3478404119","1","4394","16.11","6.0",
"3478404119","1095280260","1","4394","252","32","1095280260","3478404119","1","4394","16.11","6.0","200",
"3478404119","1095280260","1","4394","252","32","1095280260","3478404119","1","4394","16.11","6.0","200","1095280260","1095287460","1.7622|2.6432","0.0982|0.3092","5220|5220","2837","6|1",
"3478404119","1095280260","1","4394","252","32","1095280260","3478404119","1","4394","16.11","6.0","140|166|72|65|0|2|0|224|230|0|0|192|205|1|0|0|0|0|0|0|0|0|0|0|0","1095280260","1095287460","1.7622|2.6432","0.0982|0.3092","5220|5220","2837","6|1",
"3478404119","1095280260","1","4394","252","32","1095280260","3478404119","1","4394","16.11","6.0","140|166|72|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1095280260","1095287460","1.7622|2.6432","0.0982|0.3092","5220|5220","2837","6|1",
"3478404119","1095280260","1","4394","252","32","1095280260","3478404119","1","4394","16.11","6.0","140|166|72|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1095280260","1095287460","1.7622|2.6432","0.0982|0.3092","5220|5220","2837","6|1","1095280260","0.0","0.0","1173.0","77","1351","0",
"3478404119","1095280260","1","4394","252","32","1095280260","3478404119","1","4394","16.11","6.0","140|166|72|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1095280260","1095287460","1.7622|2.6432","0.0982|0.3092","5220|5220","2837","6|1","1095280260","6013.57","0.0","9254.0","598","1351","6","6825",
"3478404119","1095280260","1","4394","252","32","1095280260","3478404119","1","4394","16.11","6.0","140|166|72|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1095280260","1095287460","1.7622|2.6432","0.0982|0.3092","5220|5220","2837","6|1","1095280260","245.81","0.0","109.0","6","1351","1","186",
"3478404119","1095280260","1","4394","252","32","1095280260","3478404119","1","4394","16.11","6.0","140|166|72|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1095280260","1095287460","1.7622|2.6432","0.0982|0.3092","5220|5220","2837","6|1","1095280260","245.81","0.0","109.0","6","1351","1","186","26239",
"3478404119","1095280260","1","4394","252","32","1095280260","3478404119","1","4394","16.11","6.0","140|166|72|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1095280260","1095287460","1.7622|2.6432","0.0982|0.3092","5220|5220","2837","6|1","1095280260","245.81","0.0","109.0","6","1351","1","186","0",
"3478404119","1095280260","1","4394","252","32","1095280260","3478404119","1","4394","16.11","6.0","140|166|72|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1095280260","1095287460","1.7622|2.6432","0.0982|0.3092","5220|5220","2837","6|1","1095280260","245.81","0.0","109.0","6","1351","1","186","0","1095280260","54","52",
"3478404119","1095280260","1","4394","252","32","1095280260","3478404119","1","4394","16.11","6.0","140|166|72|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1095280260","1095287460","1.7622|2.6432","0.0982|0.3092","5220|5220","2837","6|1","1095280260","245.81","0.0","109.0","6","1351","1","186","0","1095280260","54","52","1095280260","1",
"3478404119","1095280260","1","4394","252","32","1095280260","3478404119","1","4394","16.11","6.0","140|166|72|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1095280260","1095287460","1.7622|2.6432","0.0982|0.3092","5220|5220","2837","6|1","1095280260","245.81","0.0","109.0","6","1351","1","186","0","1095280260","54","52","1095280260","1","1095280268","200","78","3","200",
