file_id.serial_number,file_id.time_created,file_id.manufacturer,file_id.garmin_product,file_id.number,file_id.type,device_info.timestamp[s],device_info.serial_number,device_info.manufacturer,device_info.garmin_product,device_info.software_version,software.version,unknown.unknown,monitoring_info.timestamp[s],monitoring_info.local_timestamp[s],monitoring_info.cycles_to_distance[m/cycle],monitoring_info.cycles_to_calories[kcal/cycle],monitoring_info.unknown,monitoring_info.resting_metabolic_rate[kcal / day],monitoring_info.activity_type,monitoring.timestamp[s],monitoring.distance[m],monitoring.cycles[cycles],monitoring.active_time[s],monitoring.active_calories[kcal],monitoring.duration_min[min],monitoring.activity_type,monitoring.steps[steps],monitoring.unknown,monitoring_hr_data.timestamp[s],monitoring_hr_data.resting_heart_rate[bpm],monitoring_hr_data.current_day_resting_heart_rate[bpm],ohr_settings.timestamp[s],ohr_settings.enabled,event.timestamp[s],event.data16,event.event,event.event_type,event.data,event.auto_activity_detect_start_timestamp[s],event.activity_type,event.auto_activity_detect_duration[min],monitoring.descent[m],monitoring.timestamp_16[s],stress_level.stress_level_time[s],stress_level.stress_level_value,stress_level.unknown,respiration_rate.timestamp,respiration_rate.respiration_rate[breaths/min],monitoring.heart_rate[bpm],monitoring.ascent[m],monitoring.current_activity_type_intensity,monitoring.intensity,
"3478404119","1096275060","1","4394","68","32",,
"3478404119","1096275060","1","4394","68","32","1096275060","3478404119","1","4394","16.11",
"3478404119","1096275060","1","4394","68","32","1096275060","3478404119","1","4394","16.11","6.0",
"3478404119","1096275060","1","4394","68","32","1096275060","3478404119","1","4394","16.11","6.0","200",
"3478404119","1096275060","1","4394","68","32","1096275060","3478404119","1","4394","16.11","6.0","200","1096275060","1096282260","1.7622|2.6432","0.0982|0.3092","5670|5670","2837","6|1",
"3478404119","1096275060","1","4394","68","32","1096275060","3478404119","1","4394","16.11","6.0","167|212|87|65|0|2|0|224|230|0|0|192|205|1|0|0|0|0|0|0|0|0|0|0|0","1096275060","1096282260","1.7622|2.6432","0.0982|0.3092","5670|5670","2837","6|1",
"3478404119","1096275060","1","4394","68","32","1096275060","3478404119","1","4394","16.11","6.0","167|212|87|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1096275060","1096282260","1.7622|2.6432","0.0982|0.3092","5670|5670","2837","6|1",
"3478404119","1096275060","1","4394","68","32","1096275060","3478404119","1","4394","16.11","6.0","167|212|87|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1096275060","1096282260","1.7622|2.6432","0.0982|0.3092","5670|5670","2837","6|1","1096275060","0.0","0.0","6513.0","475","651","0",
"3478404119","1096275060","1","4394","68","32","1096275060","3478404119","1","4394","16.11","6.0","167|212|87|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1096275060","1096282260","1.7622|2.6432","0.0982|0.3092","5670|5670","2837","6|1","1096275060","1647.61","0.0","3922.0","316","651","6","1870",
"3478404119","1096275060","1","4394","68","32","1096275060","3478404119","1","4394","16.11","6.0","167|212|87|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1096275060","1096282260","1.7622|2.6432","0.0982|0.3092","5670|5670","2837","6|1","1096275060","1647.61","0.0","3922.0","316","651","6","1870","24907",
"3478404119","1096275060","1","4394","68","32","1096275060","3478404119","1","4394","16.11","6.0","167|212|87|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1096275060","1096282260","1.7622|2.6432","0.0982|0.3092","5670|5670","2837","6|1","1096275060","1647.61","0.0","3922.0","316","651","6","1870","4",
"3478404119","1096275060","1","4394","68","32","1096275060","3478404119","1","4394","16.11","6.0","167|212|87|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1096275060","1096282260","1.7622|2.6432","0.0982|0.3092","5670|5670","2837","6|1","1096275060","1647.61","0.0","3922.0","316","651","6","1870","4","1096275060","53","55",
"3478404119","1096275060","1","4394","68","32","1096275060","3478404119","1","4394","16.11","6.0","167|212|87|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1096275060","1096282260","1.7622|2.6432","0.0982|0.3092","5670|5670","2837","6|1","1096275060","1647.61","0.0","3922.0","316","651","6","1870","4","1096275060","53","55","1096275060","1",
"3478404119","1096275060","1","4394","68","32","1096275060","3478404119","1","4394","16.11","6.0","167|212|87|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1096275060","1096282260","1.7622|2.6432","0.0982|0.3092","5670|5670","2837","6|1","1096275060","1647.61","0.0","3922.0","316","651","6","1870","4","1096275060","53","55","1096275060","1","1096275111","200","78","3","200",
"3478404119","1096275060","1","4394","68","32","1096275060","3478404119","1","4394","16.11","6.0","167|212|87|65|2|2|2|226|236|51|51|13|2|1|1|3|3|52|52|52|52|51|1|25|37","1096275060","1096282260","1.7622|2.6432","0.0982|0.3092","5670|5670","2837","6|1","1096275060","1647.61","0.0","3922.0","316","651","6","1870","4","1096275060","53","55","1096275060","1","1096275111","200","78","3","200",
"3478404119","1096275060","1","4394","68","32","1096275060","3478404119","1","4394","16.11","6.0","167|212|87|65|2|2|2|226|236|51|51|13|2|1|1|3|3|52|52|52|52|51|1|25|37","1096275060","1096282260","1.7622|2.6432","0.0982|0.3092","5670|5670","2837","6|1","1096275060","1647.61","0.0","3922.0","316","651","6","1870","4","1096275060","53","55","1096275060","1","1096275060","0","41","3","0",
"3478404119","1096275060","1","4394","68","32","1096275060","3478404119","1","4394","16.11","6.0","167|212|87|65|2|2|2|226|236|51|51|13|2|1|1|3|3|52|52|52|52|51|1|25|37","1096275060","1096282260","1.7622|2.6432","0.0982|0.3092","5670|5670","2837","6|1","1096275060","1647.61","0.0","3922.0","316","651","6","1870","4","1096275060","53","55","1096275060","1","1096275120","1","54","3","0","1096274160","0","1",
