file_id.serial_number,file_id.time_created,file_id.manufacturer,file_id.garmin_product,file_id.type,file_creator.software_version,device_info.timestamp[s],device_info.serial_number,device_info.manufacturer,device_info.garmin_product,device_info.software_version,unknown.unknown,event.timestamp[s],event.data,event.event,event.event_type,sleep_assessment.average_stress_during_sleep,sleep_assessment.combined_awake_score,sleep_assessment.awake_time_score,sleep_assessment.awakenings_count_score,sleep_assessment.deep_sleep_score,sleep_assessment.sleep_duration_score,sleep_assessment.light_sleep_score,sleep_assessment.overall_sleep_score,sleep_assessment.sleep_quality_score,sleep_assessment.sleep_recovery_score,sleep_assessment.rem_sleep_score,sleep_assessment.sleep_restlessness_score,sleep_assessment.awakenings_count,sleep_assessment.unknown,sleep_assessment.interruptions_score,sleep_level.timestamp[s],sleep_level.sleep_level,
"3478404119","1095570030","1","4394","49",,,,,,,,,,,,,
"3478404119","1095570030","1","4394","49","1611",,,,,,,,,,,,
"3478404119","1095570030","1","4394","49","1611","1095570030","3478404119","1","4394","16.11",,,,,,,
"3478404119","1095570030","1","4394","49","1611","1095570030","3478404119","1","4394","16.11","1",,,,,,
"3478404119","1095570030","1","4394","49","1611","1095570030","3478404119","1","4394","16.11","1","1095543360","1095550560","74","0",,
"3478404119","1095570030","1","4394","49","1611","1095570030","3478404119","1","4394","16.11","1","1095568080","1095575280","74","1",,
"3478404119","1095570030","1","4394","49","1611","1095570030","3478404119","1","4394","16.11","1","1095568080","1095575280","74","1","14.7","100","100","100","100","75","91","80","88","81","68","97","0","0","99",
"3478404119","1095570030","1","4394","49","1611","1095570030","3478404119","1","4394","16.11","1","1095568080","1095575280","74","1","14.7","100","100","100","100","75","91","80","88","81","68","97","0","0","99","1095543960","2",
"3478404119","1095570030","1","4394","49","1611","1095570030","3478404119","1","4394","16.11","1","1095568080","1095575280","74","1","14.7","100","100","100","100","75","91","80","88","81","68","97","0","0","99","1095546240","3",
"3478404119","1095570030","1","4394","49","1611","1095570030","3478404119","1","4394","16.11","1","1095568080","1095575280","74","1","14.7","100","100","100","100","75","91","80","88","81","68","97","0","0","99","1095546540","2",
"3478404119","1095570030","1","4394","49","1611","1095570030","3478404119","1","4394","16.11","1","1095568080","1095575280","74","1","14.7","100","100","100","100","75","91","80","88","81","68","97","0","0","99","1095546840","3",
"3478404119","1095570030","1","4394","49","1611","1095570030","3478404119","1","4394","16.11","1","1095568080","1095575280","74","1","14.7","100","100","100","100","75","91","80","88","81","68","97","0","0","99","1095548760","2",
"3478404119","1095570030","1","4394","49","1611","1095570030","3478404119","1","4394","16.11","1","1095568080","1095575280","74","1","14.7","100","100","100","100","75","91","80","88","81","68","97","0","0","99","1095552000","3",
