file_id.serial_number,file_id.time_created,file_id.manufacturer,file_id.garmin_product,file_id.type,file_creator.software_version,device_info.timestamp[s],device_info.serial_number,device_info.manufacturer,device_info.garmin_product,device_info.software_version,unknown.unknown,event.timestamp[s],event.data,event.event,event.event_type,sleep_assessment.average_stress_during_sleep,sleep_assessment.combined_awake_score,sleep_assessment.awake_time_score,sleep_assessment.awakenings_count_score,sleep_assessment.deep_sleep_score,sleep_assessment.sleep_duration_score,sleep_assessment.light_sleep_score,sleep_assessment.overall_sleep_score,sleep_assessment.sleep_quality_score,sleep_assessment.sleep_recovery_score,sleep_assessment.rem_sleep_score,sleep_assessment.sleep_restlessness_score,sleep_assessment.awakenings_count,sleep_assessment.unknown,sleep_assessment.interruptions_score,sleep_level.timestamp[s],sleep_level.sleep_level,
"3478404119","1092121811","1","4394","49",,,,,,,,,,,,,
"3478404119","1092121811","1","4394","49","1611",,,,,,,,,,,,
"3478404119","1092121811","1","4394","49","1611","1092121811","3478404119","1","4394","16.11",,,,,,,
"3478404119","1092121811","1","4394","49","1611","1092121811","3478404119","1","4394","16.11","1",,,,,,
"3478404119","1092121811","1","4394","49","1611","1092121811","3478404119","1","4394","16.11","1","1092097020","1092104220","74","0",,
"3478404119","1092121811","1","4394","49","1611","1092121811","3478404119","1","4394","16.11","1","1092117480","1092124680","74","1",,
"3478404119","1092121811","1","4394","49","1611","1092121811","3478404119","1","4394","16.11","1","1092117480","1092124680","74","1","11.45","100","100","100","100","61","89","73","92","94","67","86","0","0","97",
"3478404119","1092121811","1","4394","49","1611","1092121811","3478404119","1","4394","16.11","1","1092117480","1092124680","74","1","11.45","100","100","100","100","61","89","73","92","94","67","86","0","0","97","1092097140","2",
"3478404119","1092121811","1","4394","49","1611","1092121811","3478404119","1","4394","16.11","1","1092117480","1092124680","74","1","11.45","100","100","100","100","61","89","73","92","94","67","86","0","0","97","1092097860","3",
"3478404119","1092121811","1","4394","49","1611","1092121811","3478404119","1","4394","16.11","1","1092117480","1092124680","74","1","11.45","100","100","100","100","61","89","73","92","94","67","86","0","0","97","1092098160","2",
"3478404119","1092121811","1","4394","49","1611","1092121811","3478404119","1","4394","16.11","1","1092117480","1092124680","74","1","11.45","100","100","100","100","61","89","73","92","94","67","86","0","0","97","1092098760","3",
"3478404119","1092121811","1","4394","49","1611","1092121811","3478404119","1","4394","16.11","1","1092117480","1092124680","74","1","11.45","100","100","100","100","61","89","73","92","94","67","86","0","0","97","1092099120","2",
"3478404119","1092121811","1","4394","49","1611","1092121811","3478404119","1","4394","16.11","1","1092117480","1092124680","74","1","11.45","100","100","100","100","61","89","73","92","94","67","86","0","0","97","1092100980","3",
"3478404119","1092121811","1","4394","49","1611","1092121811","3478404119","1","4394","16.11","1","1092117480","1092124680","74","1","11.45","100","100","100","100","61","89","73","92","94","67","86","0","0","97","1092101280","2",
"3478404119","1092121811","1","4394","49","1611","1092121811","3478404119","1","4394","16.11","1","1092117480","1092124680","74","1","11.45","100","100","100","100","61","89","73","92","94","67","86","0","0","97","1092102120","4",
"3478404119","1092121811","1","4394","49","1611","1092121811","3478404119","1","4394","16.11","1","1092117480","1092124680","74","1","11.45","100","100","100","100","61","89","73","92","94","67","86","0","0","97","1092103200","2",
"3478404119","1092121811","1","4394","49","1611","1092121811","3478404119","1","4394","16.11","1","1092117480","1092124680","74","1","11.45","100","100","100","100","61","89","73","92","94","67","86","0","0","97","1092104940","3",
"3478404119","1092121811","1","4394","49","1611","1092121811","3478404119","1","4394","16.11","1","1092117480","1092124680","74","1","11.45","100","100","100","100","61","89","73","92","94","67","86","0","0","97","1092107820","2",
"3478404119","1092121811","1","4394","49","1611","1092121811","3478404119","1","4394","16.11","1","1092117480","1092124680","74","1","11.45","100","100","100","100","61","89","73","92","94","67","86","0","0","97","1092108240","4",
"3478404119","1092121811","1","4394","49","1611","1092121811","3478404119","1","4394","16.11","1","1092117480","1092124680","74","1","11.45","100","100","100","100","61","89","73","92","94","67","86","0","0","97","1092113160","2",
"3478404119","1092121811","1","4394","49","1611","1092121811","3478404119","1","4394","16.11","1","1092117480","1092124680","74","1","11.45","100","100","100","100","61","89","73","92","94","67","86","0","0","97","1092113700","3",
"3478404119","1092121811","1","4394","49","1611","1092121811","3478404119","1","4394","16.11","1","1092117480","1092124680","74","1","11.45","100","100","100","100","61","89","73","92","94","67","86","0","0","97","1092114720","2",
"3478404119","1092121811","1","4394","49","1611","1092121811","3478404119","1","4394","16.11","1","1092117480","1092124680","74","1","11.45","100","100","100","100","61","89","73","92","94","67","86","0","0","97","1092115020","4",
"3478404119","1092121811","1","4394","49","1611","1092121811","3478404119","1","4394","16.11","1","1092117480","1092124680","74","1","11.45","100","100","100","100","61","89","73","92","94","67","86","0","0","97","1092116100","2",
"3478404119","1092121811","1","4394","49","1611","1092121811","3478404119","1","4394","16.11","1","1092117480","1092124680","74","1","11.45","100","100","100","100","61","89","73","92","94","67","86","0","0","97","1092117480","4",
"3478404119","1092121811","1","4394","49","1611","1092121811","3478404119","1","4394","16.11","29","1092117480","1092124680","74","1","11.45","100","100","100","100","61","89","73","92","94","67","86","0","0","97","1092117480","4",
