file_id.serial_number,file_id.time_created,file_id.manufacturer,file_id.garmin_product,file_id.type,file_creator.software_version,device_info.timestamp[s],device_info.serial_number,device_info.manufacturer,device_info.garmin_product,device_info.software_version,unknown.unknown,event.timestamp[s],event.data,event.event,event.event_type,sleep_assessment.average_stress_during_sleep,sleep_assessment.combined_awake_score,sleep_assessment.awake_time_score,sleep_assessment.awakenings_count_score,sleep_assessment.deep_sleep_score,sleep_assessment.sleep_duration_score,sleep_assessment.light_sleep_score,sleep_assessment.overall_sleep_score,sleep_assessment.sleep_quality_score,sleep_assessment.sleep_recovery_score,sleep_assessment.rem_sleep_score,sleep_assessment.sleep_restlessness_score,sleep_assessment.awakenings_count,sleep_assessment.unknown,sleep_assessment.interruptions_score,sleep_level.timestamp[s],sleep_level.sleep_level,
"3478404119","1095484034","1","4394","49",,,,,,,,,,,,,
"3478404119","1095484034","1","4394","49","1611",,,,,,,,,,,,
"3478404119","1095484034","1","4394","49","1611","1095484034","3478404119","1","4394","16.11",,,,,,,
"3478404119","1095484034","1","4394","49","1611","1095484034","3478404119","1","4394","16.11","1",,,,,,
"3478404119","1095484034","1","4394","49","1611","1095484034","3478404119","1","4394","16.11","1","1095449820","1095457020","74","0",,
"3478404119","1095484034","1","4394","49","1611","1095484034","3478404119","1","4394","16.11","1","1095482160","1095489360","74","1",,
"3478404119","1095484034","1","4394","49","1611","1095484034","3478404119","1","4394","16.11","1","1095482160","1095489360","74","1","19.55","86","85","87","95","100","93","88","86","71","100","100","1","0","89",
"3478404119","1095484034","1","4394","49","1611","1095484034","3478404119","1","4394","16.11","1","1095482160","1095489360","74","1","19.55","86","85","87","95","100","93","88","86","71","100","100","1","0","89","1095450120","2",
"3478404119","1095484034","1","4394","49","1611","1095484034","3478404119","1","4394","16.11","1","1095482160","1095489360","74","1","19.55","86","85","87","95","100","93","88","86","71","100","100","1","0","89","1095451260","3",
"3478404119","1095484034","1","4394","49","1611","1095484034","3478404119","1","4394","16.11","1","1095482160","1095489360","74","1","19.55","86","85","87","95","100","93","88","86","71","100","100","1","0","89","1095451680","2",
"3478404119","1095484034","1","4394","49","1611","1095484034","3478404119","1","4394","16.11","1","1095482160","1095489360","74","1","19.55","86","85","87","95","100","93","88","86","71","100","100","1","0","89","1095451980","1",
"3478404119","1095484034","1","4394","49","1611","1095484034","3478404119","1","4394","16.11","1","1095482160","1095489360","74","1","19.55","86","85","87","95","100","93","88","86","71","100","100","1","0","89","1095453120","2",
"3478404119","1095484034","1","4394","49","1611","1095484034","3478404119","1","4394","16.11","1","1095482160","1095489360","74","1","19.55","86","85","87","95","100","93","88","86","71","100","100","1","0","89","1095453540","3",
"3478404119","1095484034","1","4394","49","1611","1095484034","3478404119","1","4394","16.11","1","1095482160","1095489360","74","1","19.55","86","85","87","95","100","93","88","86","71","100","100","1","0","89","1095455100","2",
"3478404119","1095484034","1","4394","49","1611","1095484034","3478404119","1","4394","16.11","1","1095482160","1095489360","74","1","19.55","86","85","87","95","100","93","88","86","71","100","100","1","0","89","1095458940","3",
"3478404119","1095484034","1","4394","49","1611","1095484034","3478404119","1","4394","16.11","1","1095482160","1095489360","74","1","19.55","86","85","87","95","100","93","88","86","71","100","100","1","0","89","1095461940","2",
"3478404119","1095484034","1","4394","49","1611","1095484034","3478404119","1","4394","16.11","1","1095482160","1095489360","74","1","19.55","86","85","87","95","100","93","88","86","71","100","100","1","0","89","1095462480","3",
"3478404119","1095484034","1","4394","49","1611","1095484034","3478404119","1","4394","16.11","1","1095482160","1095489360","74","1","19.55","86","85","87","95","100","93","88","86","71","100","100","1","0","89","1095464940","2",
"3478404119","1095484034","1","4394","49","1611","1095484034","3478404119","1","4394","16.11","1","1095482160","1095489360","74","1","19.55","86","85","87","95","100","93","88","86","71","100","100","1","0","89","1095465600","1",
"3478404119","1095484034","1","4394","49","1611","1095484034","3478404119","1","4394","16.11","1","1095482160","1095489360","74","1","19.55","86","85","87","95","100","93","88","86","71","100","100","1","0","89","1095466380","2",
"3478404119","1095484034","1","4394","49","1611","1095484034","3478404119","1","4394","16.11","1","1095482160","1095489360","74","1","19.55","86","85","87","95","100","93","88","86","71","100","100","1","0","89","1095467520","4",
"3478404119","1095484034","1","4394","49","1611","1095484034","3478404119","1","4394","16.11","1","1095482160","1095489360","74","1","19.55","86","85","87","95","100","93","88","86","71","100","100","1","0","89","1095472020","2",
"3478404119","1095484034","1","4394","49","1611","1095484034","3478404119","1","4394","16.11","1","1095482160","1095489360","74","1","19.55","86","85","87","95","100","93","88","86","71","100","100","1","0","89","1095473160","4",
"3478404119","1095484034","1","4394","49","1611","1095484034","3478404119","1","4394","16.11","1","1095482160","1095489360","74","1","19.55","86","85","87","95","100","93","88","86","71","100","100","1","0","89","1095473460","2",
"3478404119","1095484034","1","4394","49","1611","1095484034","3478404119","1","4394","16.11","1","1095482160","1095489360","74","1","19.55","86","85","87","95","100","93","88","86","71","100","100","1","0","89","1095473880","4",
"3478404119","1095484034","1","4394","49","1611","1095484034","3478404119","1","4394","16.11","1","1095482160","1095489360","74","1","19.55","86","85","87","95","100","93","88","86","71","100","100","1","0","89","1095477240","2",
"3478404119","1095484034","1","4394","49","1611","1095484034","3478404119","1","4394","16.11","1","1095482160","1095489360","74","1","19.55","86","85","87","95","100","93","88","86","71","100","100","1","0","89","1095482160","4",
"3478404119","1095484034","1","4394","49","1611","1095484034","3478404119","1","4394","16.11","28","1095482160","1095489360","74","1","19.55","86","85","87","95","100","93","88","86","71","100","100","1","0","89","1095482160","4",
