file_id.serial_number,file_id.time_created,file_id.manufacturer,file_id.garmin_product,file_id.type,file_creator.software_version,device_info.timestamp[s],device_info.serial_number,device_info.manufacturer,device_info.garmin_product,device_info.software_version,unknown.unknown,event.timestamp[s],event.data,event.event,event.event_type,sleep_assessment.average_stress_during_sleep,sleep_assessment.combined_awake_score,sleep_assessment.awake_time_score,sleep_assessment.awakenings_count_score,sleep_assessment.deep_sleep_score,sleep_assessment.sleep_duration_score,sleep_assessment.light_sleep_score,sleep_assessment.overall_sleep_score,sleep_assessment.sleep_quality_score,sleep_assessment.sleep_recovery_score,sleep_assessment.rem_sleep_score,sleep_assessment.sleep_restlessness_score,sleep_assessment.awakenings_count,sleep_assessment.unknown,sleep_assessment.interruptions_score,sleep_level.timestamp[s],sleep_level.sleep_level,
"3478404119","1095833896","1","4394","49",,,,,,,,,,,,,
"3478404119","1095833896","1","4394","49","1611",,,,,,,,,,,,
"3478404119","1095833896","1","4394","49","1611","1095833896","3478404119","1","4394","16.11",,,,,,,
"3478404119","1095833896","1","4394","49","1611","1095833896","3478404119","1","4394","16.11","1",,,,,,
"3478404119","1095833896","1","4394","49","1611","1095833896","3478404119","1","4394","16.11","1","1095803340","1095810540","74","0",,
"3478404119","1095833896","1","4394","49","1611","1095833896","3478404119","1","4394","16.11","1","1095831240","1095838440","74","1",,
"3478404119","1095833896","1","4394","49","1611","1095833896","3478404119","1","4394","16.11","1","1095831240","1095838440","74","1","14.32","19","6","32","100","67","77","57","65","83","59","86","4","0","32",
"3478404119","1095833896","1","4394","49","1611","1095833896","3478404119","1","4394","16.11","1","1095831240","1095838440","74","1","14.32","19","6","32","100","67","77","57","65","83","59","86","4","0","32","1095804000","2",
"3478404119","1095833896","1","4394","49","1611","1095833896","3478404119","1","4394","16.11","1","1095831240","1095838440","74","1","14.32","19","6","32","100","67","77","57","65","83","59","86","4","0","32","1095804240","1",
"3478404119","1095833896","1","4394","49","1611","1095833896","3478404119","1","4394","16.11","1","1095831240","1095838440","74","1","14.32","19","6","32","100","67","77","57","65","83","59","86","4","0","32","1095804540","2",
"3478404119","1095833896","1","4394","49","1611","1095833896","3478404119","1","4394","16.11","1","1095831240","1095838440","74","1","14.32","19","6","32","100","67","77","57","65","83","59","86","4","0","32","1095804960","3",
"3478404119","1095833896","1","4394","49","1611","1095833896","3478404119","1","4394","16.11","1","1095831240","1095838440","74","1","14.32","19","6","32","100","67","77","57","65","83","59","86","4","0","32","1095805020","1",
"3478404119","1095833896","1","4394","49","1611","1095833896","3478404119","1","4394","16.11","1","1095831240","1095838440","74","1","14.32","19","6","32","100","67","77","57","65","83","59","86","4","0","32","1095805800","2",
"3478404119","1095833896","1","4394","49","1611","1095833896","3478404119","1","4394","16.11","1","1095831240","1095838440","74","1","14.32","19","6","32","100","67","77","57","65","83","59","86","4","0","32","1095806460","1",
"3478404119","1095833896","1","4394","49","1611","1095833896","3478404119","1","4394","16.11","1","1095831240","1095838440","74","1","14.32","19","6","32","100","67","77","57","65","83","59","86","4","0","32","1095807720","2",
