file_id.serial_number,file_id.time_created,file_id.manufacturer,file_id.garmin_product,file_id.type,file_creator.software_version,device_info.timestamp[s],device_info.serial_number,device_info.manufacturer,device_info.garmin_product,device_info.software_version,device_info.device_index,device_info.source_type,device_info.local_device_type,unknown.unknown,timestamp_correlation.timestamp[s],timestamp_correlation.local_timestamp[s],hrv_status_summary.timestamp,hrv_status_summary.unknown,hrv_status_summary.weekly_average[ms],hrv_status_summary.baseline_low_upper[ms],hrv_status_summary.baseline_balanced_lower[ms],hrv_status_summary.baseline_balanced_upper[ms],hrv_status_summary.status,
"3478404119","1092377894","1","4394","68",,,,
"3478404119","1092377894","1","4394","68","1611",,,
"3478404119","1092377894","1","4394","68","1611","1092377894","3478404119","1","4394","16.11","0","5",
"3478404119","1092377894","1","4394","68","1611","1092377894","3478404119","1","4394","16.11","1","5","10",
"3478404119","1092377894","1","4394","68","1611","1092377894","3478404119","1","4394","16.11","1","5","10","1",
"3478404119","1092377894","1","4394","68","1611","1092377894","3478404119","1","4394","16.11","1","5","10","1","1092377893","1092385093",
"3478404119","1092377894","1","4394","68","1611","1092377894","3478404119","1","4394","16.11","1","5","10","1","1092377893","1092385093","1092377894","29","68.0","66.0","73.0","106.0","3",
"3478404119","1092377894","1","4394","68","1611","1092377894","3478404119","1","4394","16.11","1","5","10","1","1092377895","1092385095","1092377894","29","68.0","66.0","73.0","106.0","3",
