file_id.serial_number,file_id.time_created,file_id.manufacturer,file_id.garmin_product,file_id.number,file_id.type,device_info.timestamp[s],device_info.serial_number,device_info.manufacturer,device_info.garmin_product,device_info.software_version,software.version,unknown.unknown,monitoring_info.timestamp[s],monitoring_info.local_timestamp[s],monitoring_info.cycles_to_distance[m/cycle],monitoring_info.cycles_to_calories[kcal/cycle],monitoring_info.unknown,monitoring_info.resting_metabolic_rate[kcal / day],monitoring_info.activity_type,monitoring.timestamp[s],monitoring.distance[m],monitoring.cycles[cycles],monitoring.active_time[s],monitoring.active_calories[kcal],monitoring.duration_min[min],monitoring.activity_type,monitoring.steps[steps],monitoring.unknown,monitoring_hr_data.timestamp[s],monitoring_hr_data.resting_heart_rate[bpm],monitoring_hr_data.current_day_resting_heart_rate[bpm],ohr_settings.timestamp[s],ohr_settings.enabled,event.timestamp[s],event.data16,event.event,event.event_type,event.data,monitoring.descent[m],monitoring.timestamp_16[s],stress_level.stress_level_time[s],stress_level.stress_level_value,stress_level.unknown,respiration_rate.timestamp,respiration_rate.respiration_rate[breaths/min],monitoring.heart_rate[bpm],monitoring.current_activity_type_intensity,monitoring.intensity,monitoring.ascent[m],event.auto_activity_detect_start_timestamp[s],event.activity_type,event.auto_activity_detect_duration[min],monitoring.vigorous_activity_minutes[minutes],monitoring.moderate_activity_minutes[minutes],
"3478404119","1094797860","1","4394","224","32",,
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","200",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","200","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","89|74|65|65|0|2|0|224|230|0|0|192|205|1|0|0|0|0|0|0|0|0|0|0|0","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","89|74|65|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","89|74|65|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797860","0.0","0.0","120.0","10","511","0",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","89|74|65|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797860","654.67","0.0","1666.0","58","511","6","743",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","89|74|65|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797860","25.11","0.0","3.0","0","511","1","19",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","89|74|65|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797860","25.11","0.0","3.0","0","511","1","19","7487",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","89|74|65|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797860","25.11","0.0","3.0","0","511","1","19","0",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","89|74|65|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797860","25.11","0.0","3.0","0","511","1","19","0","1094797860","57","54",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","89|74|65|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797860","25.11","0.0","3.0","0","511","1","19","0","1094797860","57","54","1094797860","1",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","89|74|65|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797860","25.11","0.0","3.0","0","511","1","19","0","1094797860","57","54","1094797860","1","1094797913","200","78","3","200",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","92|74|65|65|2|2|2|229|229|166|165|65|0|0|0|0|0|166|166|166|166|166|1|7|74","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797860","25.11","0.0","3.0","0","511","1","19","0","1094797860","57","54","1094797860","1","1094797913","200","78","3","200",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","92|74|65|65|2|2|2|229|229|166|165|65|0|0|0|0|0|166|166|166|166|166|1|7|74","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797860","25.11","0.0","3.0","0","511","1","19","7914","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19036",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","92|74|65|65|2|2|2|229|229|166|165|65|0|0|0|0|0|166|166|166|166|166|1|7|74","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797860","25.11","0.0","3.0","0","511","1","19","7914","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19036","1094797920","-2","1",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","92|74|65|65|2|2|2|229|229|166|165|65|0|0|0|0|0|166|166|166|166|166|1|7|74","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797860","25.11","0.0","3.0","0","511","1","19","7914","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19036","1094797920","-2","1","1094797920","-1.0",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","92|74|65|65|2|2|2|229|229|166|165|65|0|0|0|0|0|166|166|166|166|166|1|7|74","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797860","25.11","0.0","3.0","0","511","1","19","7914","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19040","1094797920","-2","1","1094797920","-1.0","106",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","106|74|65|65|2|2|16|247|248|165|174|97|0|0|0|0|1|175|175|175|174|174|1|15|83","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797860","25.11","0.0","3.0","0","511","1","19","7914","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19040","1094797920","-2","1","1094797920","-1.0","106",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","116|74|65|65|2|2|1|0|9|174|174|97|0|1|1|2|3|175|175|175|175|175|1|11|67","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797860","25.11","0.0","3.0","0","511","1","19","7914","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19040","1094797920","-2","1","1094797920","-1.0","106",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","117|74|65|65|3|0|250|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797860","25.11","0.0","3.0","0","511","1","19","7914","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19040","1094797920","-2","1","1094797920","-1.0","106",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","117|74|65|65|3|3|138|9|1|0|22|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797860","25.11","0.0","3.0","0","511","1","19","7914","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19040","1094797920","-2","1","1094797920","-1.0","106",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","117|74|65|65|3|4|51|4|0|0|255|255|255|255|0|0|0|0|0|0|0|0|0|0|0","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797860","25.11","0.0","3.0","0","511","1","19","7914","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19040","1094797920","-2","1","1094797920","-1.0","106",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","117|74|65|65|3|5|69|0|0|0|255|255|255|255|0|0|0|0|0|0|0|0|0|0|0","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797860","25.11","0.0","3.0","0","511","1","19","7914","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19040","1094797920","-2","1","1094797920","-1.0","106",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","117|74|65|65|3|6|238|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797860","25.11","0.0","3.0","0","511","1","19","7914","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19040","1094797920","-2","1","1094797920","-1.0","106",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","117|74|65|65|3|7|0|72|157|64|0|0|36|184|0|0|0|0|0|0|0|0|0|0|0","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797860","25.11","0.0","3.0","0","511","1","19","7914","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19040","1094797920","-2","1","1094797920","-1.0","106",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","117|74|65|65|3|8|128|155|239|64|0|224|63|186|0|0|0|0|0|0|0|0|0|0|0","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797860","25.11","0.0","3.0","0","511","1","19","7914","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19040","1094797920","-2","1","1094797920","-1.0","106",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","117|74|65|65|3|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797860","25.11","0.0","3.0","0","511","1","19","7914","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19040","1094797920","-2","1","1094797920","-1.0","106",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","117|74|65|65|3|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797860","25.11","0.0","3.0","0","511","1","19","7914","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19040","1094797920","-2","1","1094797920","-1.0","106",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","117|74|65|65|3|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797860","25.11","0.0","3.0","0","511","1","19","7914","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19040","1094797920","-2","1","1094797920","-1.0","106",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","46|0|0|248","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797860","25.11","0.0","3.0","0","511","1","19","7914","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19040","1094797920","-2","1","1094797920","-1.0","106",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","46|0|0|248","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","3.0","0","511","8","19","7914","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19040","1094797920","-2","1","1094797920","-1.0","106","200","6.0",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","46|0|0|248","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","3.0","0","511","8","19","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19060","1094797920","-2","1","1094797920","-1.0","106","200","6.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","46|0|0|248","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","3.0","0","511","8","19","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19060","1094797980","-2","1","1094797920","-1.0","106","200","6.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","46|0|0|248","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","3.0","0","511","8","19","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19060","1094797980","-2","1","1094797980","-1.0","106","200","6.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","46|0|0|248","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","3.0","0","511","8","19","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19100","1094797980","-2","1","1094797980","-1.0","100","200","6.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","29|2|0|0","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","3.0","0","511","8","19","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19100","1094797980","-2","1","1094797980","-1.0","100","200","6.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","29|2|0|0","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","3.0","0","511","8","19","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19100","1094798040","-2","1","1094797980","-1.0","100","200","6.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","29|2|0|0","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","3.0","0","511","8","19","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19100","1094798040","-2","1","1094798040","-1.0","100","200","6.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","29|2|0|0","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","3.0","0","511","8","19","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19160","1094798040","-2","1","1094798040","-1.0","115","200","6.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","16|0|0|248","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","3.0","0","511","8","19","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19160","1094798040","-2","1","1094798040","-1.0","115","200","6.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","16|0|0|248","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","3.0","0","511","8","19","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19160","1094798100","-1","1","1094798040","-1.0","115","200","6.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","16|0|0|248","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","3.0","0","511","8","19","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19160","1094798100","-1","1","1094798100","-1.0","115","200","6.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","16|0|0|248","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","3.0","0","511","8","19","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19220","1094798100","-1","1","1094798100","-1.0","109","200","6.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","34|64|63|8","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","3.0","0","511","8","19","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19220","1094798100","-1","1","1094798100","-1.0","109","200","6.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","34|64|63|8","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","3.0","0","511","8","19","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19220","1094798160","-2","1","1094798100","-1.0","109","200","6.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","34|64|63|8","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","3.0","0","511","8","19","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19220","1094798160","-2","1","1094798160","-1.0","109","200","6.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","34|64|63|8","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","3.0","0","511","8","19","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19280","1094798160","-2","1","1094798160","-1.0","101","200","6.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","24|2|2|16","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","3.0","0","511","8","19","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19280","1094798160","-2","1","1094798160","-1.0","101","200","6.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","24|2|2|16","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","3.0","0","511","8","19","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19280","1094798220","-1","1","1094798160","-1.0","101","200","6.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","24|2|2|16","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","3.0","0","511","8","19","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19280","1094798220","-1","1","1094798220","14.49","101","200","6.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","24|2|2|16","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","3.0","0","511","8","19","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19340","1094798220","-1","1","1094798220","14.49","98","200","6.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","10|0|0|24","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","3.0","0","511","8","19","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19340","1094798220","-1","1","1094798220","14.49","98","200","6.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","10|0|0|24","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","1943.0","86","511","6","957","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19340","1094798220","-1","1","1094798220","14.49","98","38","1.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","10|0|0|24","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","1943.0","86","511","6","957","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19340","1094798280","-2","1","1094798220","14.49","98","38","1.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","10|0|0|24","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","1943.0","86","511","6","957","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19340","1094798280","-2","1","1094798280","-1.0","98","38","1.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","10|0|0|24","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","1943.0","86","511","6","957","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19400","1094798280","-2","1","1094798280","-1.0","102","38","1.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","46|0|0|248","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","1943.0","86","511","6","957","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19400","1094798280","-2","1","1094798280","-1.0","102","38","1.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","46|0|0|248","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","174.0","14","511","0","957","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19400","1094798280","-2","1","1094798280","-1.0","102","192","6.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","46|0|0|248","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","174.0","14","511","0","957","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19400","1094798340","-2","1","1094798280","-1.0","102","192","6.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","46|0|0|248","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","174.0","14","511","0","957","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19400","1094798340","-2","1","1094798340","-1.0","102","192","6.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","46|0|0|248","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","174.0","14","511","0","957","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19460","1094798340","-2","1","1094798340","-1.0","101","192","6.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","24|76|65|65|2|2|32|228|240|174|167|87|1|3|3|2|3|166|166|166|166|166|1|12|57","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","174.0","14","511","0","957","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19460","1094798340","-2","1","1094798340","-1.0","101","192","6.0","2.804",
"3478404119","1094797860","1","4394","224","32","1094797860","3478404119","1","4394","16.11","6.0","14|168|1|176","1094797860","1094805060","1.7622|2.6432","0.0982|0.3092","6050|6050","2837","6|1","1094797920","25.11","0.0","174.0","14","511","0","957","7719","1094797860","57","54","1094797860","1","1094797913","200","78","3","200","2.86","19460","1094798340","-2","1","1094798340","-1.0","101","192","6.0","2.804",
