file_id.serial_number,file_id.time_created,file_id.manufacturer,file_id.garmin_product,file_id.number,file_id.type,file_creator.unknown,file_creator.software_version,device_info.timestamp[s],device_info.serial_number,device_info.product,device_info.software_version,unknown.unknown,max_met_data.update_time,max_met_data.unknown,max_met_data.vo2_max[mL/kg/min],max_met_data.max_met_category,max_met_data.calibrated_data,
"3478404119","1092002645","1","4394","172","44",,,,
"3478404119","1092002645","1","4394","172","44","1","1610",,
"3478404119","1092002645","1","4394","172","44","1","1610","1092002645","3478404119","4394","16.1",
"3478404119","1092002645","1","4394","172","44","1","1610","1092002645","3478404119","4394","16.1","0",
"3478404119","1092002645","1","4394","172","44","1","1610","1092002645","3478404119","4394","16.1","0","1092002644","289","39.0","0","0",
"3478404119","1092002645","1","4394","172","44","1","1610","1092002645","3478404119","4394","16.1","0","1092002644","289","39.0","0","0",
"3478404119","1092002645","1","4394","172","44","1","1610","1092002645","3478404119","4394","16.1","23941","1092002644","289","39.0","0","0",
