file_id.serial_number,file_id.time_created,file_id.manufacturer,file_id.garmin_product,file_id.number,file_id.type,device_info.timestamp[s],device_info.serial_number,device_info.manufacturer,device_info.garmin_product,device_info.software_version,software.version,unknown.unknown,monitoring_info.timestamp[s],monitoring_info.local_timestamp[s],monitoring_info.cycles_to_distance[m/cycle],monitoring_info.cycles_to_calories[kcal/cycle],monitoring_info.unknown,monitoring_info.resting_metabolic_rate[kcal / day],monitoring_info.activity_type,monitoring.timestamp[s],monitoring.distance[m],monitoring.cycles[cycles],monitoring.active_time[s],monitoring.active_calories[kcal],monitoring.duration_min[min],monitoring.activity_type,monitoring.steps[steps],monitoring.unknown,monitoring_hr_data.timestamp[s],monitoring_hr_data.resting_heart_rate[bpm],monitoring_hr_data.current_day_resting_heart_rate[bpm],ohr_settings.timestamp[s],ohr_settings.enabled,event.timestamp[s],event.data16,event.event,event.event_type,event.data,stress_level.stress_level_time[s],stress_level.stress_level_value,stress_level.unknown,respiration_rate.timestamp,respiration_rate.respiration_rate[breaths/min],monitoring.timestamp_16[s],monitoring.heart_rate[bpm],monitoring.current_activity_type_intensity,monitoring.intensity,event.auto_activity_detect_start_timestamp[s],event.activity_type,event.auto_activity_detect_duration[min],monitoring.descent[m],monitoring.ascent[m]
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,10|141|15|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538180,6091.94,0,7559,640,903,6,6914,2,,,,,,,,,,,,,,,,,,,,,,,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,10|141|15|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538180,6091.94,0,7559,640,903,6,6914,2,1091538180,54,54,,,,,,,,,,,,,,,,,,,,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,10|141|15|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538180,6091.94,0,7559,640,903,6,6914,2,1091538180,54,54,1091538180,1,,,,,,,,,,,,,,,,,,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,10|141|15|65|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538180,6091.94,0,7559,640,903,6,6914,2,1091538180,54,54,1091538180,1,1091538186,200,78,3,200,,,,,,,,,,,,,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,0|0|0|72,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538180,6091.94,0,7559,640,903,6,6914,2,1091538180,54,54,1091538180,1,1091538186,200,78,3,200,,,,,,,,,,,,,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,0|0|0|72,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538180,6091.94,0,7559,640,903,6,6914,2,1091538180,54,54,1091538180,1,1091538186,200,78,3,200,1091538240,-2,1,,,,,,,,,,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,0|0|0|72,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538180,6091.94,0,7559,640,903,6,6914,2,1091538180,54,54,1091538180,1,1091538186,200,78,3,200,1091538240,-2,1,1091538240,-1,,,,,,,,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,0|0|0|72,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538180,6091.94,0,7559,640,903,6,6914,2,1091538180,54,54,1091538180,1,1091538186,200,78,3,200,1091538240,-2,1,1091538240,-1,36160,97,,,,,,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,100|160|1|176,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538180,6091.94,0,7559,640,903,6,6914,2,1091538180,54,54,1091538180,1,1091538186,200,78,3,200,1091538240,-2,1,1091538240,-1,36160,97,,,,,,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,86|141|15|65|2|2|84|157|157|52|52|27|0|0|0|0|0|53|52|53|53|53|1|0|41,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538180,6091.94,0,7559,640,903,6,6914,2,1091538180,54,54,1091538180,1,1091538186,200,78,3,200,1091538240,-2,1,1091538240,-1,36160,97,,,,,,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,86|141|15|65|2|2|84|157|157|52|52|27|0|0|0|0|0|53|52|53|53|53|1|0|41,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,7559,640,903,8,6914,2,1091538180,54,54,1091538180,1,1091538186,200,78,3,200,1091538240,-2,1,1091538240,-1,36160,97,104,3,,,,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,86|141|15|65|2|2|84|157|157|52|52|27|0|0|0|0|0|53|52|53|53|53|1|0|41,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,7559,640,903,8,6914,2,1091538180,54,54,1091538180,1,1091538186,200,78,3,200,1091538300,-2,1,1091538240,-1,36160,97,104,3,,,,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,86|141|15|65|2|2|84|157|157|52|52|27|0|0|0|0|0|53|52|53|53|53|1|0|41,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,7559,640,903,8,6914,2,1091538180,54,54,1091538180,1,1091538186,200,78,3,200,1091538300,-2,1,1091538300,-1,36160,97,104,3,,,,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,86|141|15|65|2|2|84|157|157|52|52|27|0|0|0|0|0|53|52|53|53|53|1|0|41,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,7559,640,903,8,6914,2,1091538180,54,54,1091538180,1,1091538186,200,78,3,200,1091538300,-2,1,1091538300,-1,36220,106,104,3,,,,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,46|0|0|248,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,7559,640,903,8,6914,2,1091538180,54,54,1091538180,1,1091538186,200,78,3,200,1091538300,-2,1,1091538300,-1,36220,106,104,3,,,,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,151|141|15|65|2|2|5|189|194|52|86|27|0|1|1|2|1|87|87|86|87|87|1|23|39,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,7559,640,903,8,6914,2,1091538180,54,54,1091538180,1,1091538186,200,78,3,200,1091538300,-2,1,1091538300,-1,36220,106,104,3,,,,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,151|141|15|65|2|2|5|189|194|52|86|27|0|1|1|2|1|87|87|86|87|87|1|23|39,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,1687,143,903,0,6914,2,1091538180,54,54,1091538180,1,1091538186,200,78,3,200,1091538300,-2,1,1091538300,-1,36220,106,160,5,,,,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,151|141|15|65|2|2|5|189|194|52|86|27|0|1|1|2|1|87|87|86|87|87|1|23|39,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,1687,143,903,0,6914,2,1091538180,54,54,1091538180,1,1091538186,200,78,3,200,1091538360,-2,1,1091538300,-1,36220,106,160,5,,,,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,151|141|15|65|2|2|5|189|194|52|86|27|0|1|1|2|1|87|87|86|87|87|1|23|39,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,1687,143,903,0,6914,2,1091538180,54,54,1091538180,1,1091538186,200,78,3,200,1091538360,-2,1,1091538360,-1,36220,106,160,5,,,,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,151|141|15|65|2|2|5|189|194|52|86|27|0|1|1|2|1|87|87|86|87|87|1|23|39,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,1687,143,903,0,6914,2,1091538180,54,54,1091538180,1,1091538186,200,78,3,200,1091538360,-2,1,1091538360,-1,36280,108,160,5,,,,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,10|0|4|240,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,1687,143,903,0,6914,2,1091538180,54,54,1091538180,1,1091538186,200,78,3,200,1091538360,-2,1,1091538360,-1,36280,108,160,5,,,,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,10|0|4|240,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,1687,143,903,0,6914,2,1091538180,54,54,1091538180,1,1091538420,46,54,3,200,1091538360,-2,1,1091538360,-1,36280,108,160,5,1091534760,0,46,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,10|0|4|240,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,1687,143,903,0,6914,2,1091538180,54,54,1091538180,1,1091538420,46,54,3,200,1091538420,-2,1,1091538360,-1,36280,108,160,5,1091534760,0,46,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,10|0|4|240,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,1687,143,903,0,6914,2,1091538180,54,54,1091538180,1,1091538420,46,54,3,200,1091538420,-2,1,1091538420,-1,36280,108,160,5,1091534760,0,46,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,10|0|4|240,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,1687,143,903,0,6914,2,1091538180,54,54,1091538180,1,1091538420,46,54,3,200,1091538420,-2,1,1091538420,-1,36340,106,160,5,1091534760,0,46,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,20|0|0|248,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,1687,143,903,0,6914,2,1091538180,54,54,1091538180,1,1091538420,46,54,3,200,1091538420,-2,1,1091538420,-1,36340,106,160,5,1091534760,0,46,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,20|0|0|248,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,7679,647,903,6,7016,2,1091538180,54,54,1091538180,1,1091538420,46,54,3,200,1091538420,-2,1,1091538420,-1,36340,106,70,2,1091534760,0,46,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,20|0|0|248,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,7679,647,903,6,7016,2,1091538180,54,54,1091538180,1,1091538420,46,54,3,200,1091538480,85,1,1091538420,-1,36340,106,70,2,1091534760,0,46,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,20|0|0|248,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,7679,647,903,6,7016,2,1091538180,54,54,1091538180,1,1091538420,46,54,3,200,1091538480,85,1,1091538480,12.71,36340,106,70,2,1091534760,0,46,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,20|0|0|248,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,7679,647,903,6,7016,2,1091538180,54,54,1091538180,1,1091538420,46,54,3,200,1091538480,85,1,1091538480,12.71,36400,108,70,2,1091534760,0,46,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,0|0|0|80,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,7679,647,903,6,7016,2,1091538180,54,54,1091538180,1,1091538420,46,54,3,200,1091538480,85,1,1091538480,12.71,36400,108,70,2,1091534760,0,46,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,0|0|0|80,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,7679,647,903,6,7016,2,1091538180,54,54,1091538180,1,1091538540,2,54,3,200,1091538480,85,1,1091538480,12.71,36400,108,70,2,1091537520,8,2,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,0|0|0|80,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,1747,144,903,0,7016,2,1091538180,54,54,1091538180,1,1091538540,2,54,3,200,1091538480,85,1,1091538480,12.71,36400,108,96,3,1091537520,8,2,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,0|0|0|80,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,1747,144,903,0,7016,2,1091538180,54,54,1091538180,1,1091538540,2,54,3,200,1091538540,-2,1,1091538480,12.71,36400,108,96,3,1091537520,8,2,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,0|0|0|80,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,1747,144,903,0,7016,2,1091538180,54,54,1091538180,1,1091538540,2,54,3,200,1091538540,-2,1,1091538540,-1,36400,108,96,3,1091537520,8,2,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,0|0|0|80,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,1747,144,903,0,7016,2,1091538180,54,54,1091538180,1,1091538540,2,54,3,200,1091538540,-2,1,1091538540,-1,36460,90,96,3,1091537520,8,2,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,29|2|0|0,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,1747,144,903,0,7016,2,1091538180,54,54,1091538180,1,1091538540,2,54,3,200,1091538540,-2,1,1091538540,-1,36460,90,96,3,1091537520,8,2,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,29|2|0|0,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,1747,144,903,0,7016,2,1091538180,54,54,1091538180,1,1091538540,2,54,3,200,1091538600,86,1,1091538540,-1,36460,90,96,3,1091537520,8,2,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,29|2|0|0,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,1747,144,903,0,7016,2,1091538180,54,54,1091538180,1,1091538540,2,54,3,200,1091538600,86,1,1091538600,-1,36460,90,96,3,1091537520,8,2,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,29|2|0|0,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,1747,144,903,0,7016,2,1091538180,54,54,1091538180,1,1091538540,2,54,3,200,1091538600,86,1,1091538600,-1,36520,91,96,3,1091537520,8,2,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,46|0|0|248,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,1747,144,903,0,7016,2,1091538180,54,54,1091538180,1,1091538540,2,54,3,200,1091538600,86,1,1091538600,-1,36520,91,96,3,1091537520,8,2,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,46|0|0|248,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,1747,144,903,0,7016,2,1091538180,54,54,1091538180,1,1091538540,2,54,3,200,1091538660,-2,1,1091538600,-1,36520,91,96,3,1091537520,8,2,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,46|0|0|248,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,1747,144,903,0,7016,2,1091538180,54,54,1091538180,1,1091538540,2,54,3,200,1091538660,-2,1,1091538660,-1,36520,91,96,3,1091537520,8,2,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,46|0|0|248,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,1747,144,903,0,7016,2,1091538180,54,54,1091538180,1,1091538540,2,54,3,200,1091538660,-2,1,1091538660,-1,36580,92,96,3,1091537520,8,2,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,20|0|0|248,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,1747,144,903,0,7016,2,1091538180,54,54,1091538180,1,1091538540,2,54,3,200,1091538660,-2,1,1091538660,-1,36580,92,96,3,1091537520,8,2,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,20|0|0|248,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,1747,144,903,0,7016,2,1091538180,54,54,1091538180,1,1091538540,2,54,3,200,1091538720,72,1,1091538660,-1,36580,92,96,3,1091537520,8,2,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,20|0|0|248,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,1747,144,903,0,7016,2,1091538180,54,54,1091538180,1,1091538540,2,54,3,200,1091538720,72,1,1091538720,-1,36580,92,96,3,1091537520,8,2,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,20|0|0|248,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,1747,144,903,0,7016,2,1091538180,54,54,1091538180,1,1091538540,2,54,3,200,1091538720,72,1,1091538720,-1,36640,88,96,3,1091537520,8,2,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,34|64|63|8,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,1747,144,903,0,7016,2,1091538180,54,54,1091538180,1,1091538540,2,54,3,200,1091538720,72,1,1091538720,-1,36640,88,96,3,1091537520,8,2,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,34|64|63|8,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,7919,654,903,6,7101,2,1091538180,54,54,1091538180,1,1091538540,2,54,3,200,1091538720,72,1,1091538720,-1,36640,88,70,2,1091537520,8,2,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,34|64|63|8,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,7919,654,903,6,7101,2,1091538180,54,54,1091538180,1,1091538540,2,54,3,200,1091538780,-2,1,1091538720,-1,36640,88,70,2,1091537520,8,2,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,34|64|63|8,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,7919,654,903,6,7101,2,1091538180,54,54,1091538180,1,1091538540,2,54,3,200,1091538780,-2,1,1091538780,-1,36640,88,70,2,1091537520,8,2,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,34|64|63|8,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,7919,654,903,6,7101,2,1091538180,54,54,1091538180,1,1091538540,2,54,3,200,1091538780,-2,1,1091538780,-1,36700,89,70,2,1091537520,8,2,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,36|72|1|176,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,7919,654,903,6,7101,2,1091538180,54,54,1091538180,1,1091538540,2,54,3,200,1091538780,-2,1,1091538780,-1,36700,89,70,2,1091537520,8,2,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,36|72|1|176,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,7919,654,903,6,7101,2,1091538180,54,54,1091538180,1,1091538540,2,54,3,200,1091538840,90,1,1091538780,-1,36700,89,70,2,1091537520,8,2,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,36|72|1|176,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,7919,654,903,6,7101,2,1091538180,54,54,1091538180,1,1091538540,2,54,3,200,1091538840,90,1,1091538840,13.98,36700,89,70,2,1091537520,8,2,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,36|72|1|176,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,7919,654,903,6,7101,2,1091538180,54,54,1091538180,1,1091538540,2,54,3,200,1091538840,90,1,1091538840,13.98,36760,87,70,2,1091537520,8,2,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,34|0|0|248,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538240,6091.94,0,7919,654,903,6,7101,2,1091538180,54,54,1091538180,1,1091538540,2,54,3,200,1091538840,90,1,1091538840,13.98,36760,87,70,2,1091537520,8,2,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,34|0|0|248,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538840,6091.94,0,7919,654,903,8,7101,2,1091538180,54,54,1091538180,1,1091538540,2,54,3,200,1091538840,90,1,1091538840,13.98,36760,87,168,5,1091537520,8,2,,
3478404119,1091538180,1,4394,14,32,1091538180,3478404119,1,4394,16.1,6,34|0|0|248,1091538180,1091545380,1.7622|2.6432,0.0982|0.3092,11620|11620,2837,6|1,1091538840,6091.94,0,7919,654,903,8,7101,2,1091538180,54,54,1091538180,1,1091538540,2,54,3,200,1091538900,93,1,1091538840,13.98,36760,87,168,5,1091537520,8,2,,
